ΚΩΔ.,ΡΑΦΙ,ΤΕΜ .,ΚΑΛΛΙΤΕΧΝΗΣ,ΤΙΤΛΟΣ
31416,G3,5,Paul Klee,Paesaggio 
32598,G3,2,C.Monet, Ponte Giapponese 
31881,G3,3,C.Monet, Donne In Giardino 
30999,G3,3,Paul Klee,Composizione 1914
31590,G3,2,Amedeo Modigliani , La Gitana E Il Bambino 
31582,G3,1,H.Matisse ,I Pesci Rossi 
31550,G5,3, Jean Beraud, Il Sogno 
31568,G5,1,Paul Klee, Il Sorgere Della Luna 
31287,G5,1,Raffaello , Madonna Del Pesce 
31285,G5,1,J.A Dominque Ingres ,La Grande Odalisca 
31275,G5,1,Carpaccio, Incontro Di S. Orsola  Con Lo Sposo
31286,G5,1,Leonardo Da Vinci , L'Ultima Cena 
31276,G5,2,Botticelli, La Primavera 
31277,G5,1,Botticelli,La Nascita Di Venere 
31288,G5,2,Canaletto, Veduta Del Palazzo Ducale
31586,G5,3,Henri Rousseau , Incantatrice  Di Serpenti 
31290,G5,4, Hippolyte Flandrin , Ragazzo Al Mare 
31845,G5,5, Pieter Bruegel Il Giovane, Pranzo Di Nozze 
13104,G5,1,Louis Toffoli , La Denteliere
MT 1077,G5,1, Ansel Adams ,Fiat Lux 
MT 1053,G5,1,Edward Runci ,The Great American Pin Up
SAM 9085,G5,6, G.Severini, La Chitara 
SAM 9084,G5,6, G.Severini, Due Arlecchini
SAM 9013,G5,6,Henri Matisse , Odalisca Con Pantalone Grigio
SAM 9078,G5,5, J.Cris , Composition Sur Une Table 
SAM 9090,G5,8, F.Leger , Les loisirs 
AG 8618,G5,6, John Stephens , Unbounded Catherdal
319394,G7,8,G.CRISS, Shadow Game 
319394(2),G7,9,G.CRISS,Right 
319394(3),G7,9,G.CRISS,Left
1400/11287,G8,5,Claudio Diatto, Pomeriggio 
1400/11286,G8,3,Claudio Diatto, Tre Ombrelloni 
228518,G9,1,Julia Rowntree, Hydrangeas
357,G9,1,W.M.Chase , The Fairy Tale 
390,G10,1,Franco Betti, Oreliette
13668,G10,8, Kessel , Still Life 
Z 1210,G10,2, Myron , Money
SPQ/809,G10,2, Gerry Baptist , Be Bop 
307,G10,1, Vallotton, Vase De Fleurs 
SO 70427,G10,1, G.Zuppini , Angolo Di Cortile 
SO 70431,G10,1, Sampaolo , Sala Biliardo 
SO 70278,G10,2, Morgan ,Summer
SO 70436,G10,1, S.Magno, Paesino In Collina -Napoli 
14260,G10,5,R.Undabeytia, Adagio 
43020,G10,3, Evert Van Quik , Guitar 
43019,G10,3, Evert Van Quik ,Late Night Café 
HB 1001,G10,1, Heidi Bresinsky ,Bewegung
510-0016,G10,6, Gedanken, Sabine
CS 1002,G10,6,Verlag Sulzenbacher , Gurster
CS 1001,G10,5,Verlag Sulzenbacher , Gurster
CS 1003,G10,1,Verlag Sulzenbacher , Gurster
CS 1004,G10,3,Verlag Sulzenbacher , Gurster
12251,G12,5,Jan Kooistra, Lilac And Delft Blue 
12252,G12,3,Jan Kooistra, Lillacs And Cooper 
7928,G12,3,Wizard & Genius ,Oriental Vision I
7713,G12,5,Marina Kamena , Tulipes 
12263,G12,8,Joadoor, Classic Ornament 
12259,G12,1,Balouis , Swanlake 
7856,G12,2,Heinz Hofer , Vase De Fleurs II
12260,G12,9,Jan Kooistra, Silent Moment 
7980,G12,6, Piero Manglaviti, Abstraction I
7981,G12,6, Piero Manglaviti, Abstraction II
7982,G12,6, Piero Manglaviti, Floral Composition I
7983,G12,6, Piero Manglaviti, Floral Composition II
R 50,G12,3,,Beliflowers 
N 395,G12,1, Vincent Van Gogh , Paysage Enneige 
SO 70118,G12,1, I. Melani , Pensieri 
210110,G13,1, Martin ludwig, Fruchlingserwachen
210111,G13,1, Martin ludwig,Palma
9900004,G13,1, Martin ludwig, Flublandschaft II
9900003,G13,1, Martin ludwig, Flublandschaft I
210006,G13,1, Martin ludwig,Kurbis 
210007,G13,1, Martin ludwig,Sommermohn 
210001,G13,1, Martin ludwig,Blick In Den Tag 
210002,G13,1, Martin ludwig, Bella Casa 
210005,G13,1, Martin ludwig,Olivenbaumchen
210003,G13,1, Martin ludwig, Lavendula
990001,G13,1, Martin ludwig, Dorf Im Suden 
990002,G13,1, Martin ludwig, Sommertage 
210004,G13,1, Martin ludwig, Harmonie 
210009,G13,1, Martin ludwig, Le Miracle 
210008,G13,1, Martin ludwig, Zweisamkeit
210011,G13,1, Martin ludwig, Palma 
990005,G13,1, Martin ludwig,Gartentor 
990007,G13,1, Martin ludwig, Bachlauf
990006,G13,1, Martin ludwig, Wassergarten
210010,G13,1, Martin ludwig, Fruhlingserwachen
JS 1110,G15,9, Joan Safran ,Poesie In Culari IV
JS 1111,G15,10, Joan Safran ,Poesie In Culari V
JS 1109,G15,5, Joan Safran ,Poesie In Culari III
JS 1107,G15,5, Joan Safran , Poesie In Culari I 
CS 1115,G15,6, Claus Schenk,Rhythm of Red 
CS 1113,G15,5, Claus Schenk,Playing Numbers I
CS 1116,G15,4, Claus Schenk,Playing Colours 
JS 1108,G15,4, Joan Safran , Poesie In Culari II 
4432,G15,2,Peter Steiner , Four Pink Roses 
4433,G15,2,Richard Gross,Red Roses 
4196,G15,1,Heinz Hofer , Le Bouquet 
4139,G15,2, Shoji Yoshida , Amaryllis 
4138,G15,2, Shoji Yoshida ,Five Tulips 
4459,G15,1,Eric Grill , Female Nude Standing II 
4242,G15,1, Prisma , I'mportant C'est La Rose 
4184,G15,9,Peter Prus , Cote D'azur 
500-0013,G15,6, R.Holzach , I Love You My Dream 
500-0012,G15,5, R.Holzach ,Serenade 
J2509465,G16,4,Ian Sanderson, Printemps IV
J2509560,G16,3,Christopher Bissell , Reminiscing
J2509466,G16,8,Salvatore, Gone Fishing 
12148,G16,4,Ger Doornink ,  Verkerke 
12156,G16,1,Landmark ,  Δαλματιας 
OL 1015,G16,1,VRPINA , SUN 
OL 1051,G16,1,Villalba,Cat 
J3009436,G16,3,Marion Elliot , Mermaids 
208765,G16,4, Sheila Rock,Au Revoir 
208735,G16,4,Anthony Crickmay , The Outsiders 
K 7039,G16,5,John Faber , Coevorden 
K7048,G16,3,John Faber , Coevorden 
4651,G16,4, Jerry Hinkle , Champange Photo
K 7044,G16,3,John Faber , Coevorden 
4544,G16,1,Henri Silberman , The Manhattan Skyline 
K 7018,G16,2,John Faber , Yellow Silence 
4608,G16,5, Mike Jackson, The Long Goodbye 
K 7019,G16,9,John Faber ,Blue Silence 
K 7017,G16,4,John Faber ,Green Silence
K 7018,G16,4,John Faber ,Red Silence 
13570,G16,1, Josef Jan Michina , Bouquet of Flowers 
13569,G16,2, Josef Jan Michina , Bouquet of Flowers 
13567,G16,2, Josef Jan Michina , Bouquet of Flowers 
13568,G16,2, Josef Jan Michina , Bouquet of Flowers 
LP 868,G16,1,Saxton Freymann , Brussels Sprout Goldfish 
LP 854,G16,2, Ann Field, Balance 
LP 872,G16,1,Saxton Freymann ,Pineapple Turtile
LP 852,G16,2, Ann Field, EAT
LP 866,G16,1,Saxton Freymann ,Banana Octopus 
LP 875,G16,1,Saxton Freymann , Kissing The Frog 
LP 874,G16,1,Saxton Freymann , Eager Orange 
LP 853,G16,2, Ann Field, Verdura
LP 855,G16,1, Ann Field,Fresh 
990107,G16,1,Martin ludwig, Bachlauf
210104,G16,1,Martin ludwig, Harmonie 
210101,G16,1,Martin ludwig,Blick In Den Tag 
210102,G16,1,Martin ludwig,Bella Casa 
210107,G16,1,Martin ludwig,Sommermohn 
210106,G16,1,Martin ludwig,Kurbis 
210105,G16,1,Martin ludwig, Olivenbaumchen 
210103,G16,1,Martin ludwig, Lavendula 
990105,G16,1,Martin ludwig,Gartentor 
990106,G16,1,Martin ludwig,Wassergarten 
31669,G17,1,Jean Beraud,Il Sogno 
P6011,G17,1,Vincent van Gogh , Irises 
P6012,G17,10,Vincent van Gogh ,Fishing Boats At Saintes-Maries 
P6015,G17,16, Claude Monet , Zaanse Schans 
11998,G17,2,Vincent van Gogh ,Iris New York 
LP 427,G17,1, Pierre Auguste Renoir , Two Sisters 
12000,G17,2,Vincent van Gogh ,Les Lauriers Roses 
11999,G17,1,Vincent van Gogh ,Vase Avec Iris
LP426,G17,1, Pierre Auguste Renoir , Lucheon Of The Boating Party 
4645,G17,1,John Rodman ,Love And The Maiden 
4663,G17,1, Evelyn Morgan, The Storm Spirits 
1150/11764,G17,2,Dawson , Don't Move 
1150/11763,G17,3,Anonymous , Out For A Walk 
1150/11765,G17,2,Anonymous ,A Summer Tea Party 
1150/11766,G17,3,Anonymous , The Queen Of May 
15040,G17,1,Joadoor, Roman Illusion I
LP 093,G17,1,Paul Gauguin , Nafea Faa Ipoipo 
13206,G17,1, Salvador Dali , Espana 
12045,G17,1, Francois Boucher , La Cible D'amour
14097,G17,1, Giambattista Tiepolo, Ciacobbe e La Visione Della Scala  Celeste 
LP 428,G17,1,Claude Monet,On The Bank Of The Seine  
11534,G17,1,Vincent van Gogh , Nuit Etoilee
12062,G17,1,Vincent van Gogh , Chermin Avec Cypres et Etoile
4603,G17,1,Vincent van Gogh , Branche De Marroniers  En Fleurs 
12001,G17,1,Vincent van Gogh ,Les Tournesols
12061,G17,1,Vincent van Gogh , Nuit  etoilee Sur Le Rhone 
11999,G17,1,Vincent van Gogh ,Vase Avec Iris
13303,G17,1,Spierincks, Le Triomphe De Cupidon 
LP 429,G17,1, Pierre Auguste Renoir ,La Grenouillere
12060,G17,1,Vincent van Gogh ," La Café ,Le Soir "
11370,G17,1,Gustav Klimt , Der Kuss
11990,G17,1,Gustav Klimt , Wasserschlangen I
12012,G17,1, Vassily Kandinsky, Courbe Dominate 
12011,G17,1, Vassily Kandinsky, Pointe Jaune 
12014,G17,1,Raffaello , Madonna Di San Sisto 
13632,G17,1, Karl Heinz , Feria II 
13635,G17,1, Karl Heinz ,Morgendliche Kuppelstadt
13634,G17,13, Karl Heinz ,Tunireise II 
14006,G17,1,Pablo Picasso,Colombie Avec Fleurs  
13202,G17,1, Salvador Dali , Hallucinogenic Toreador 
13325,G17,1,Raffaello , Madonna Col Bambino 
13307,G17,1,Leonardo Da Vinci , Vergine Delle Rocce 
14096,G17,1, Giambattista Tiepolo,Agar Nel Deserto Confortata  Dall'Angelo 
15075,G17,1,Joadoor , The Kiss 
15074,G17,1,Joadoor , The Three Graces
14098,G17,1, Giambattista Tiepolo, L'Angelo  Ferma Il Sacrificio Di Isacco
14095,G17,1, Giambattista Tiepolo,Giudizio Di Salomone 
12044,G17,1, Rosso Fiorentino ,Madonna In Trono Col Bambino e Santi
12043,G17,1, Pietro Da Cortona ,L' Eta Deli Argento 
10703,G17,1, Michele Cascella , Primavera 
13114,G17,6,Joan Miro , Personnage Et Animaux 
4629,G17,2,Lisa Valbuena ,Bouquet Artist 
4695,G17,1,Monique Journod, Fleurs Et Fruits 
1150/11346,G17,1, Mary Joy , La Piscina 
1150/11347,G17,1, Mary Joy ,La Finestra 
13569,G17,1, Josef Jan Michina , Bouquet of Flowers 
13567,G17,1, Josef Jan Michina , Bouquet of Flowers 
4639,G17,3, Robert Heitzinger , Feierabend 
4638,G17,2, Robert Heitzinger ,Hangematte 
4630,G17,2,Lisa Valbuena ,Bouquet Artist 
4629,G17,1,Lisa Valbuena ,Bouquet Artist 
432/15,G17,1, Ediciones Beascoa, Barcelona 
1150/11781,G17,1,Dagmar Hnizdova , Paesaggio 
44514,G17,1,J.Hoeven,Purple Dawn 
44515,G17,1,Padarin, Summer Evening 
6-734-8,G17,1, Richard Akerman ," Pianot ,The Piano "
"61,518",G17,1, Richard Akerman ,"Siluett ,Skyline "
6-993-0,G17,1, Richard Akerman , Summer Window 
10896,G17,1,Irene Invrea, L'Arcipelogo Dei Flamingos
1100/11431,G17,1,Sheila Young, Primavera 
11416,G17,1,Maurizio Bonesoli,Blue Flight n.4
11424,G17,1,Busseto, Feste Centenarie 
10897,G17,1,Irene Invrea, Il Passagio Degli Elefanti
10898,G17,1,Irene Invrea, Il Pastore Dei Porcelli Rosa 
6-493-1,G17,1, Richard Akerman , The Cat Alex
1150/11409,G17,1,Maurizio Bonesoli, Dreamsea n1
434/15,G17,1, Ediciones Beascoa, Barcelona 
13888,G18,1,Pablo Picasso, Petit Pierrot Avec Fleurs 
14364,G18,1,Pablo Picasso, Paul En Arlequin 
14097,G18,1, Giambattista Tiepolo, Ciacobbe e La Visione Della Scala  Celeste 
14095,G18,1, Giambattista Tiepolo,Giudizio Di Salomone 
14098,G18,1, Giambattista Tiepolo, L'Angelo  Ferma Il Sacrificio Di Isacco
13331,G18,1, S.Dali , Assumpta Corpuscularia Lipislazulina 
1920/11624,G18,1, Nuova Arti ,Grafiche Riccordi 
1920/11620,G18,1, Nuova Arti ,Grafiche Riccordi 
1920/9130,G18,2, Nuova Arti ,Grafiche Riccordi 
1920/9129,G18,2, Nuova Arti ,Anemone 
1920/9128,G18,2, Nuova Arti , Tulipas
1920/9126,G18,2, Nuova Arti ,Grafiche Riccordi 
1920/11622,G18,2, Nuova Arti ,Grafiche Riccordi 
1920/11383,G18,1, Nuova Arti ,Grafiche Riccordi 
1920/11384,G18,1, Nuova Arti ,Grafiche Riccordi 
1920/11623,G18,1, Nuova Arti ,Grafiche Riccordi 
13178,G18,1,F.Scott, The Shin Palacia 
1920/11382,G18,1, Nuova Arti ,Grafiche Riccordi 
1920/11625,G18,2, Nuova Arti ,Grafiche Riccordi 
1920/11624,G18,1, Nuova Arti ,Grafiche Riccordi 
4708,G18,2, Wilhelm Buhler , Buntspecht
4707,G18,2, Dieter Boger , Star 
4709,G18,1, Wilhelm Buhler ,Elster 
15005,G18,2, Rosina Watchmeister,Bicycle 
13615,G18,1, Thomas Whitcombe,Portrait Of Shin 
13613,G18,1, Samuel Walters , A British Merchantman Off The South Coast 
14172,G18,2,The Coca Cola Company,Calendar 
14177,G18,3,The Coca Cola Company,Festoon 
4706,G18,2, Dieter Boger ,Elster Und Trauerschnapper
4666,G18,1,Joy Caros ,Golden Carousel
AN 102,G18,1, Trois Mats , Denlles 
AN 101,G18,1, Trois Mats , Phoceen 
AN 99,G18,1, Trois Mats ,Devant Marseille 
1930/11860,G18,1, Nuova Arti ,Grafiche Riccordi 
1930/11859,G18,1, Nuova Arti ,Grafiche Riccordi 
1930/11858,G18,1, Nuova Arti ,Grafiche Riccordi 
1930/11857,G18,1, Nuova Arti ,Grafiche Riccordi 
1930/11628,G18,1, Nuova Arti ,Grafiche Riccordi 
1930/11631,G18,1, Nuova Arti ,Grafiche Riccordi 
  1930/11630    ,G18,1, Nuova Arti ,Grafiche Riccordi 
1930/11629,G18,1, Nuova Arti ,Grafiche Riccordi 
  1930/12007,G18,1, Nuova Arti ,Grafiche Riccordi 
1930/12006,G18,1, Nuova Arti ,Grafiche Riccordi 
ARN 217,G19,1, , Pompeian  Relics 
ARN 217,G19,1,, Pompeian  Relics 
ARN 217,G19,1,, Pompeian  Relics 
ARN 217,G19,1,, Pompeian  Relics 
X 4026,G19,1,Douglas, Floral Beauty IV
x 4025,G19,1,Douglas, Floral Beauty II
X 2019,G19,1,Dupre, Clyde
X 2020,G19,1,Dupre, Pickett
X 2017,G19,1,Dupre, Rutger 
X 2018,G19,1,Dupre, Harlan 
PG 4020,G19,1, Jim Frankaski, Narcissus 
PG 4019,G19,1, Jim Frankaski, Pods
PG 4021,G19,1, Jim Frankaski, Brugmansia 
PG 4018,G19,1, Jim Frankaski, Sunflowers 
4066,G19,1, Joe Gemignani ,Hollywood Beach 
4065,G19,1, Joe Gemignani , Golden Beach
4067,G19,1, Joe Gemignani ,South Beach 
4068,G19,1, Joe Gemignani , Miami Beach 
4070,G19,1, Joe Gemignani ,The Leslie Hotel
4069,G19,1, Joe Gemignani , The Park Central Hotel 
4249,G19,1, Joseph Mallord, The Fighting Temeraire Tugged
4393,G19,1,Red Sails , Don Demers Refresented 
TFA 110,G19,1, Gustav Klimt,The Virgin 1913
13341,G19,1, T.G. Dutton,The Ethiopean 
DC 02,G19,1,A.G.Decamps , La Saison Des Filles 
DC 03,G19,1,A.G.Decamps , La Saison Des Filles 
 DC 01,G19,1,A.G.Decamps , La Saison Des Filles 
DC 04,G19,1,A.G.Decamps , La Saison Des Filles 
BFG 100,G19,1,F.Lli Quartero, Koala Estate 
BFG 100,G19,1,F.Lli Quartero, Koala Estate 
BFG 100,G19,1,F.Lli Quartero, Koala Estate 
BFG 100,G19,1,F.Lli Quartero, Koala Estate 
BFG 100,G19,1,F.Lli Quartero, Koala Estate 
BFG 100,G19,1,F.Lli Quartero, Koala Estate 
BFG 100,G19,1,F.Lli Quartero, Koala Estate 
BFG 100,G19,1,F.Lli Quartero, Koala Estate 
BFG 100,G19,1,F.Lli Quartero, Koala Estate 
BFG 100,G19,1,F.Lli Quartero, Koala Estate 
SS 284,G20,3, S.SISLEY , La Place Du Chenil A Marly 
SS 580,G20,6, J.B.C. Corot , Erang a Ville D' Avray 
SS 289,G20,3, J.B.C. Corot , La Route De Serves 
SS 7685,G20,8, E.Degas ,Le Champ De Courses 
SS 285,G20,2, J.B.C. Corot , Le  Liseuse Sur La Rive 
SS 562,G20,4, J.B.C. Corot ,Gouvieux Pies De Chantilly 
SS 7675,G20,2, J.B.C. Corot ,Paysage 
SS 304,G20,9, C. Pissarro ,La Route  De Gisors a Pontoise 
SS 7831,G20,2, A.Sisley, Le Port De Mor et 
SS 7682,G20,4, C. Pissarro ,La Moisson a Montfoucault
SS 7867,G20,4, C. Pissarro , Ermitage a Pontoise 
SS 460,G20,8, C. Pissarro , La Diligence
SS 7964,G20,1,A.Renoir ,Pont Du Chemin De Fer a Chatou
SS 7877,G20,1,C.Monet, Le Jardin De L'artiste a Vetheuil
N.396,G20,1,P.Cauguin ,Matamoe
N 38,G20,1,P.Cauguin , Pres De La Mer 
N 35,G20,1,P.Cauguin , Deux Tahitiennes 
31619,G20,1,P.Cauguin , Arearea 
31621,G20,1,P.Cauguin ,Aha Oe Feil
31620,G20,5,P.Cauguin ,I Raro Te Oviri
31650,G20,2,Amedeo Modigliani , La Gitana E Il Bambino 
31667,G20,1,Amedeo Modigliani , La Fanciulla Bruna 
31648,G20,9,Amedeo Modigliani ,Nudo 
6802,G20,2,Skagen, Walk
7034,G20,2,Andrew  Gieson , Alphabetposter 
7036,G20,3,Andrew  Gieson ,Opposites 
6532,G20,2,Claudia Dietrich , Monet teds 
227665,G20,10,Diana Winkfield, Yellow Window 
227664,G20,2,Diana Winkfield, Blue Window 
13519,G20,1, Pablo Picaso, Femme Au Beret Et a La Robe Quadrillee
13516,G20,5, Pablo Picaso, Femme A L'Oiseau
7701,G20,8, Alerini-Bower , Drape  Aux Lilas 
7702,G20,8, Alerini-Bower ,Roses Au Falcon Bleu
13801,G20,4, L.Moillon, Still Life 
13800,G20,4, L.Moillon, Still Life 
14032,G20,2, E.Murillo ,The Small Fruit -Seller 
14033,G20,2, E.Murillo ,Grapes And Mellon Eater 
N.17,G21,1, Egon Schiele, Knielende 
N.774,G21,1, Claude Monet , Field Of Poppies At Vetheuil 
N.773,G21,1, Claude Monet , Field Of Poppies At Giverny 
N.3 ,G21,2,Pittore Toffoli , Paessagio Corso
N.4 ,G21,2,Pittore Toffoli , Bambini Che Giocano 
4,G21,2,Pittore Toffoli , Natura Morta
N.237,G21,2, Pablo Picaso, La Corrida 
N.145,G21,2, Egon Schiele, Figura Femminile sdraiata  In Abito Giallo 
406,G21,1, G.R Donoho, Woodhouse Water Garden
AA 514,G21,2,Affreschi, Rovine Antiche I
31206,G21,14,Raffaello , La Scuola Di Atene 
31226,G21,4,Raffaello , Madonna Del Pesce 
31264,G21,2,Wassily Kandinsky , Bastoncini D'Appoggio O La Rosa 
31211,G21,2,Caravaggio, Cesto Di Frutta 
31228,G21,1,Chirlandaio ,L'Ultima Cena 
4832,D15,1, Elli Milan , Coastal Brezze II
4831,D15,1, Elli Milan , Coastal Brezze I
FFP 315,D15,1,Winn Devon ,Les Fleurs I 
FFP 316,D15,1,Winn Devon ,Les Fleurs II  
31024,D14,5,Wassily Kandinsky , Curva Dominate 
31040,D14,4,Wassily Kandinsky ,Struttura Allegra 
1465-74,D13,10, Andrea Mantegna ,Camera Degli Sposi 
33982,D7,4, A.Del Missier , E Estate 
33984,D7,4, A.Del Missier ,A Autunno 
33986,D7,4, A.Del Missier ,E Inverno
33988,D7,4, A.Del Missier ,E Primavera 
70146,D7,4,Gianola , Papaveri Rossi
70147,D7,4,Gianola ,Papaveri Bianci 
30991,D5,4, G. Klimt , I Pesci D'Oro 
FD 4713,D5,1, Fulvio Dot , Terazzi
RDS 5963,D5,2, Ron Di Scena, Resting 
STM 4017,D3,1,Stefania Mottinelli, Peperoni
PS 1648,D3,1, Paul Sanderson , Perspective  I 
GST 4111,D3,1, Giussepina Tartgani,Rose 
EBR 4244,D3,1, Eva Barberini, Bouquet Di Anemoni 
JO 920 ,C9 ,1,Joadoor, Les Muse 
FWB 3031,C4,3, Frank  Weston ,The Silver  Screen 
AMA 1124,C2,10, Andre Mazo ,Composizione Di Vasi 
AMA 1126,C2,10, Andre Mazo , Vasi Di Terracotta 
AK 4389,C1,2, Andrea Kahn , In The Sun 
LM 1005,B15,1, Lem  , Le Chateau De Pyrenees 
14240,B15,2,Raffaello , Trionfo Di Galatea 
14241,B15,1,Pittura Pompeiana, Lettura Del Hituale 
13976,B15,6,Paolo Pannini ,Galleria Con Vedute Di Roma 
14242,B15,2,Raffaello , Scuola Di Atene 
SAP 106,B15,1, Devon , Corte Madera 
3849,B15,1,M. Hoshino , Grazia Neri 
F 3009995,B15,1, Bob Langrish , Free Spirits 
4200,B15,2,Nuova Arti , Grafiche Ricordi 
3954,B15,1, Porizka , Nuova Arti 
CH 8618,B15,1, Floyd Dean , Tropic Of Capricorn 
2756,B15,1, Wizard & Genius , New York By Night 
2190,B15,2, Paul Steel , Blue Planet 
F3009797,B15,1, Steven Bloom, Dance Of The Dolphins 
PG 4019,B15,1, Pyramid ,Zidane 
3450,B15,1,Dolphin ,
F3009962,B15,1, Cartel International ,FerrarI F-50
3036,B15,1, Claude Monet , Le Pont A Argenteuil 
2007,B15,1, Matterhorn, Reinhard Kirsch 
2400/4468,B15,1, Nuova Arti , Cinisello Balsamo 
PG4022,B15,1, Pyramid , Ronaldo 
3273,B15,1,Tony Stone , Wine & Cheese 
2266,B15,1, Jean Francois Riviere ,La Cucina Italiana 
3601,B15,1, Chris Nikolson , Fish
4098,B15,1, ,Cheese 
3646,B15,1, A. Buzzi, Marka 
3645,B15,1,Paolo Sacchi , Franca Speranza 
3644,B15,1,V.Pcholkin, Marka 
P 506,B15,1, Olympia ,Wood In Bloom 
3018,B15,1,Tony Stones ,Summer Fruits 
PL 15,B15,2, Spiaggia  Sud Est,
RB 401,B15,1, M.Mancini, Natura In Risveglio 
EP/1212,B15,1,Natura Morta , Con Cocomero
13469,B15,1, John Faber , Honda CBX 
MF2146,B15,1, Manfred Mothes , Michelin
MF 1505,B15,1,Natura Morta , Con Pane 
P 349,B15,1,Olympia ,Composizione 
1551,B15,1,Vloo, Amerigo Vespucci
2933,B15,1,R.Kirsch , Matterhorn 
C 969,B15,2,John Faber , Romance 
P 487,B15,2,Phil Luliani , Homebuilt Hardtail
C 3456,B15,1, John Faber , Camarque 
P 477,B15,1,Olympia ,Great Hill Rivers 
P 399,B15,1,E.Mezzano ,Fruit 
P 347,B15,1,Olympia ,Baite Con Cervino 
30985,B15,1, J. Van-Sloat , Topsy Turvy
,B15,6,Edward Hopper ,Nighthawks 
13971,B15,2,Ivan Rabuzin , Fiori Primaverili 
1916,B15,2, Kasimir Malevich , Dynamischer Suprematismus 
1987,B15,2, James Dean , Boulevard Of Broken Dreams  
PW 379,B15,2, Paul Walden ,One Longs Into The Other 
31426,B15,2,H.Matisse , La Tristezza Del Re 
6315,B14,1, Wassily Kandinsky,Zwei Schwarze Flecken
TFA 701,B14,1, Wassily Kandinsky, Helles Build 
SIAE 1990,B14,10, Wassily Kandinsky, Sur Blanc II 1924
31052,B13,1,Vincent van Gogh , Il Ponte D'Asnieres
31406,B13,1,Vincent van Gogh , Iris
1510,B13,1,Michelangelo , La Creazione Di Adamo 
13024,B13,1,Raffaello , Il Parnaso
MCP 147,B13,1, Claude Monet , Bathers At La Grenouillere
1970,B12,1,Marc Changali, Le Bouquet Ardent
1974,B12,11,Marc Changali, Cantique 
31499,B12,1, Caravaggio, Vocazione Di S Matteo 
31503,B12,1, Caravaggio, Ragazzo Con  Canestro 
13976,B12,1, Paolo Pannini , Galleria Con Vedute Di Roma 
31547,B11,2,Vincent van Gogh ,Terrazza Del Caffe 
31546,B11,1,Vincent van Gogh ,I Girasoli 
31535,B11,1, Henri Matisse , La Finestra
31527,B11,1, Paul Gauguin , Nave Nave Moe 
,B11,2,Marc Changali, Couple Au Dessus De St Paul 
31532,B10,5, Auguste Renoir , La Senna Ad Asnieres 
31106,B10,2,P. Chirlandaio , L'Ultima Cena 
,B10,6,Beato Angelico ,Annunciazione 
31104,B10,1,W Kadinsky , Omaggio A Grohmann
X5044,A15,1, Douglas , Rajo Botanical II 
X5043,A15,1, Douglas , Rajo Botanical I
X 3023,A15,1, Augustine , The Women I 
X 3024,A15,1, Augustine ,The Women II 
X 3025,A15,1, Augustine ,The Women III
X 3026,A15,1, Augustine ,The Women IV
X 2040,A15,1, Augustine , Grecian Bloom II 
X 2039,A15,1, Augustine , Grecian Bloom I 
X 3021,A15,1,Dysart ,Casiva II 
X3022,A15,1,Dysart ,Casiva I
X 3011,A15,1,Douglas , Jeweled Grove I
X 3014,A15,1,Hallack , Tales Of The City IV 
X 3012,A15,1,Douglas , Jeweled Grove IV
X 4024,A15,1, Augustine , Venetian Waltz XII
X 4022,A15,1, Augustine , Venetian Waltz VII
X 4023,A15,1, Augustine , Venetian Waltz XI
X 4021,A15,1, Augustine , Venetian Waltz VII
X 4020,A15,1, Augustine , Dans les  Jardine II 
X 4019,A15,1, Augustine , Dans les  Jardine I
X 4053,A15,1,Dysart , Espiranza I
X 4054,A15,1,Dysart , Espiranza II
X 6115,A15,1, Carney , Brume Tropical 
X 6117,A15,1,Holman , Poppies I 
X 6114,A15,1,Holman , Corps De Ballet 
X6110,A15,1, Douglas , Tahitian Sunset I
X 6111,A15,1, Douglas , Tahitian Sunset II
X 7009,A15,1,Holman ,Indochine 
X 6113,A15,1, Douglas ,Paraffel Following II
X 6112,A15,1, Douglas ,Paraffel Following I
X 6116,A15,1, Douglas ,Timeless Equinox 
X 9005,A15,1,Longo , Spring In Italy 
0840/1131,A15,1, Valeriy Chuikov, Magnolia And Red Tulip 
0840/1133,A15,1, Valeriy Chuikov,Magnolia 
0840/1130,A15,1, Valeriy Chuikov, Cherry Blossom
0840/1132,A15,1, Valeriy Chuikov, Peonies 
SPC 261,A15,1, Carl Spitzweg , The Bookworm 
SPC 262,A15,1, Arthur Hopkins ,The Visitor
EG 16,A15,1, Marcus Stone ,In Love 
SPR 6370 ,A15,1,Mac, Judy 
SPR 6371,A15,1,Mac,Andrew
SPV 9074,A15,1, Albert Williams , From A Rose Garden 
EG 47,A15,1, Eugene De Blass, The Balcony 
EG 291,A15,1, Arthur Hopkins ,The Visitor 
GB 052,A15,1, George Earl , Kings Cross Station 
GB 053,A15,1, George Earl ,Going South Perth Station 
SPV 9093,A15,1, Thierry Poncelet , Chain's of Office 
SPV 9094,A15,1, Thierry Poncelet , The Advocate 
SIAE 1991,A15,8,Gustav Klimt , Le Tre Eta Della Vita 
1ARM4142,,1,Arthuro Armenti , Orbite Stellari
1ARM4140,,1,Arthuro Armenti , Costellazioni 
1ARM4385,,1,Arthuro Armenti , Canone 
1ARM4384,,1,Arthuro Armenti ,Proporzioni 
4HH,,1,Horper ,
2AB4536,,1,Alex Blanco , Treexplosion 
